disbursed_amount,asset_cost,ltv,branch_id,Date_of_Birth,Employment_Type,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS_SCORE,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,loan_default
48549,65978,75.48,67,1/3/1987,Salaried,21-09-18,1,0,0,1,0,0,578,0,3yrs 5mon,0,0
41394,65581,65.57,3,15-08-93,Salaried,22-08-18,1,1,0,0,0,0,836,0,2yrs 7mon,0,0
67882,93599,74.79,146,24-11-85,,28-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
44349,67622,68.03,100,1/1/1981,Self employed,12/9/2018,1,1,0,0,0,0,775,0,6yrs 2mon,0,0
62500,93995,68.09,16,20-06-95,Salaried,6/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
56390,73677,79.23,254,1/1/1982,Self employed,9/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
54859,72560,77.87,147,23-03-65,Salaried,24-09-18,1,1,0,0,0,0,825,0,0yrs 11mon,0,0
55843,80724,72.47,1,1/1/1978,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
71817,99028,74.73,11,1/1/1996,Self employed,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58021,87637,69.95,251,20-02-94,Salaried,23-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
57093,69216,85,34,19-01-89,Self employed,25-10-18,1,1,0,0,0,0,0,0,2yrs 4mon,0,0
35275,56045,66.02,152,23-01-80,Salaried,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58259,66000,89.39,5,10/5/1965,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
37839,67349,57.02,48,1/1/1975,Salaried,15-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
49249,65368,76.34,34,1/1/1971,Self employed,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
42972,64150,69.64,147,1/1/1982,Salaried,11/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
74423,117696,67.8,152,7/7/1991,Salaried,19-10-18,1,0,1,1,0,0,830,0,3yrs 6mon,0,0
23074,47229,52.93,74,5/5/1986,Salaried,20-09-18,1,1,1,0,0,0,718,0,2yrs 11mon,0,0
48310,67125,74.49,20,9/2/1983,Self employed,14-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
32484,62465,52.83,3,25-07-89,Self employed,26-10-18,1,1,1,0,0,0,825,0,0yrs 8mon,0,0
56259,72535,79.96,3,17-04-64,Salaried,16-08-18,1,1,0,0,0,0,300,0,5yrs 5mon,0,0
32284,59956,58.38,70,27-08-88,Salaried,24-10-18,1,1,0,0,0,0,771,0,1yrs 0mon,0,0
60413,83200,74.76,135,1/12/1990,Self employed,4/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50543,76245,68.2,10,1/1/1996,Self employed,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
51103,63869,81.1,257,8/5/1967,Self employed,24-09-18,1,1,0,0,0,0,16,0,1yrs 0mon,0,0
50703,71374,73.42,85,1/1/1986,Self employed,16-08-18,1,1,0,0,0,0,710,0,0yrs 8mon,0,0
40534,65003,66.15,18,20-06-92,Salaried,30-08-18,1,1,0,0,0,0,708,0,0yrs 6mon,0,0
57759,84704,69.06,36,1/6/1988,Self employed,25-09-18,1,1,0,0,0,0,15,0,0yrs 1mon,0,0
48599,64194,77.89,74,2/5/1987,Salaried,27-10-18,1,1,0,0,0,0,763,0,0yrs 6mon,0,1
59947,68897,89.99,34,14-08-70,Self employed,20-09-18,1,1,0,0,0,0,742,0,1yrs 7mon,1,0
48283,75814,67.27,7,25-02-89,Self employed,9/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48743,70538,73.72,78,1/6/1975,Self employed,10/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
37139,67032,58.18,36,1/1/1967,Self employed,7/8/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
84989,120100,72.02,130,20-10-94,Self employed,24-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
51303,62256,83.53,160,2/4/1973,Self employed,16-10-18,1,1,0,0,0,0,706,0,1yrs 0mon,0,0
54013,62188,89.89,34,25-06-70,Self employed,6/8/2018,1,1,0,0,0,0,327,0,7yrs 1mon,0,1
48649,91375,53.95,48,7/6/1986,Self employed,11/8/2018,1,1,0,0,0,0,738,0,0yrs 10mon,0,0
36259,116300,32.73,8,7/1/1968,Salaried,22-10-18,1,0,0,1,0,0,732,0,5yrs 0mon,0,0
58259,73145,80.66,136,14-07-95,Salaried,22-10-18,1,1,0,0,0,0,760,0,2yrs 2mon,0,0
44779,60460,77.74,160,8/3/1990,Self employed,31-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
47149,72580,67.51,16,10/5/1989,Self employed,18-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
43949,72111,63.24,251,1/2/1997,Salaried,22-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
39794,65748,62.36,67,5/8/1993,Self employed,15-09-18,1,1,0,0,0,0,719,0,1yrs 8mon,1,0
94914,174544,56.72,103,3/8/1967,Salaried,24-10-18,1,1,0,0,0,0,709,0,8yrs 7mon,0,0
50203,71579,72.65,70,13-08-86,Salaried,8/10/2018,1,1,0,0,0,0,738,0,0yrs 3mon,1,0
49303,67262,75.82,3,15-09-71,Self employed,28-10-18,1,1,0,0,0,0,737,0,1yrs 10mon,0,0
61613,95610,65.89,67,12/8/1983,Salaried,19-10-18,1,1,0,0,0,0,738,0,1yrs 7mon,0,0
52303,64141,84.19,3,1/4/1985,Salaried,19-09-18,1,1,0,0,0,0,824,0,5yrs 11mon,0,0
66882,85071,81.11,255,1/1/1973,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56259,69837,83.05,3,5/5/1968,Salaried,18-10-18,1,1,0,0,0,0,775,1,3yrs 6mon,0,0
79533,109400,74.04,136,19-09-85,Self employed,10/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53139,62420,89.71,250,18-05-86,Salaried,9/8/2018,1,1,0,0,0,0,738,0,0yrs 7mon,0,0
53500,72500,75.17,2,15-09-85,Self employed,16-08-18,1,1,0,0,1,0,0,0,0yrs 0mon,0,1
41394,56800,73.94,136,26-06-74,Salaried,21-08-18,1,1,0,0,0,0,17,0,0yrs 2mon,0,0
37964,65925,62.19,3,1/1/1967,Salaried,23-10-18,1,1,0,0,0,0,0,0,2yrs 11mon,0,0
53303,67490,81.49,3,1/1/1977,Salaried,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
27804,56262,55.1,70,27-12-95,Salaried,7/8/2018,1,1,0,0,0,0,738,0,0yrs 4mon,1,0
59813,69619,88.48,162,13-09-69,Self employed,8/9/2018,1,1,0,0,0,0,688,1,3yrs 0mon,0,0
52214,67434,83.08,5,4/7/1981,Self employed,25-10-18,1,0,0,1,0,0,774,0,2yrs 7mon,0,1
41894,67515,63.69,5,10/5/1972,Self employed,3/10/2018,1,1,0,0,0,0,516,0,8yrs 2mon,0,0
82686,122322,69.49,251,5/9/1989,Salaried,15-10-18,1,0,1,0,1,0,0,0,0yrs 0mon,0,1
43394,59788,75.27,3,20-10-85,Salaried,28-09-18,1,1,1,0,0,0,0,0,0yrs 0mon,1,0
52453,69588,77.6,16,1/4/1996,Salaried,26-09-18,1,1,0,0,0,0,677,0,0yrs 5mon,1,0
38164,60000,68.33,74,1/1/1967,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61997,79500,79.94,43,1/1/1973,Self employed,5/10/2018,1,1,0,0,0,0,738,0,0yrs 4mon,1,0
33784,44661,78.37,101,27-07-93,Salaried,20-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60947,77700,79.79,16,1/1/1980,Self employed,22-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
41194,62754,66.93,72,6/11/1990,Self employed,23-08-18,1,1,0,0,0,0,593,1,2yrs 9mon,0,1
56709,65000,89.67,2,11/2/1983,Self employed,4/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
90630,162899,58.32,251,26-02-87,Salaried,14-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
55228,64986,87.71,18,11/1/1995,Self employed,3/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
64382,74000,89.86,2,9/11/1993,Salaried,3/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59947,83778,72.81,162,1/6/1965,Salaried,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
37239,63896,62.6,78,1/1/1981,Self employed,26-10-18,1,1,0,0,0,0,608,0,2yrs 3mon,0,0
66169,84780,81.39,5,1/6/1984,Salaried,20-09-18,1,1,0,0,0,0,738,0,1yrs 5mon,0,0
51882,66297,82.96,152,1/1/1984,Self employed,10/10/2018,1,1,0,0,0,0,836,0,3yrs 0mon,0,0
58000,77900,75.74,146,1/1/1988,Salaried,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
60213,69654,88.29,250,10/4/1987,Self employed,28-09-18,1,1,0,0,0,0,634,0,2yrs 8mon,0,0
61213,91149,69.12,146,1/1/1980,Salaried,12/8/2018,1,1,0,0,0,0,300,1,5yrs 8mon,0,0
55259,69630,81.86,34,30-07-92,Self employed,25-09-18,1,1,0,0,0,0,720,0,2yrs 2mon,0,0
46645,58895,82.35,3,1/1/1986,Self employed,8/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
41894,79824,53.87,159,15-07-99,,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
63447,72275,89.24,72,12/10/1989,Self employed,31-10-18,1,1,0,0,0,0,796,0,1yrs 11mon,0,0
62947,71800,89.14,165,5/3/1980,Salaried,29-10-18,1,1,0,0,0,0,709,0,1yrs 7mon,0,0
65169,83000,79.52,135,9/12/1992,Salaried,21-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
60213,75810,81.78,120,1/1/1984,Salaried,10/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60293,78536,81.49,3,19-10-70,Self employed,23-10-18,1,1,0,0,0,0,815,0,2yrs 4mon,0,0
54113,64190,86.77,67,5/7/1984,Self employed,30-09-18,1,0,0,1,0,0,825,0,2yrs 0mon,0,1
62947,72627,89.5,48,3/12/1995,Self employed,17-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,1
50253,69322,75.73,142,1/6/1996,Salaried,14-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
46849,69913,68.66,162,1/11/1988,Salaried,31-08-18,1,1,0,0,0,0,725,0,3yrs 3mon,3,0
51803,69869,75.86,43,9/5/1981,Salaried,4/9/2018,1,1,0,0,0,0,673,0,1yrs 0mon,0,0
67882,88814,78.82,74,9/12/1996,Salaried,22-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57059,66610,87.97,67,31-03-73,Self employed,6/9/2018,1,1,0,0,0,0,757,0,1yrs 11mon,0,0
53803,73426,74.91,3,11/5/1984,Self employed,30-09-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,1
48349,66118,75.62,19,1/6/1977,Salaried,16-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56013,75258,79.73,5,6/7/1986,Self employed,9/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53783,70202,81.19,34,24-04-89,Salaried,27-09-18,1,1,0,0,0,0,300,0,4yrs 9mon,0,1
80033,117754,68.79,48,12/3/1986,Self employed,27-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49349,76824,65.08,11,1/1/1989,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
51303,79187,66.93,1,20-09-94,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45410,64134,73.28,18,1/1/1992,Salaried,13-08-18,1,1,0,0,0,0,763,0,1yrs 1mon,0,0
18619,44360,45.09,36,1/1/1975,Self employed,30-08-18,1,0,0,1,0,0,630,0,3yrs 3mon,0,1
60763,73294,85,5,10/6/1995,Salaried,16-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54259,72754,76.97,147,17-06-65,Self employed,16-09-18,1,0,0,1,0,0,16,0,8yrs 6mon,0,0
60713,85100,72.86,5,20-02-65,Salaried,29-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
46369,61032,78.65,34,1/1/1973,Self employed,31-08-18,1,0,0,1,0,0,654,1,2yrs 0mon,1,1
67669,82221,84.53,160,24-07-92,Self employed,25-10-18,1,1,0,0,0,0,572,1,2yrs 6mon,0,0
59647,73315,83.2,135,1/1/1961,Salaried,24-10-18,1,1,0,0,0,0,679,0,2yrs 10mon,0,1
46849,94401,51.38,2,5/12/1991,Salaried,8/8/2018,1,1,0,0,0,0,708,0,0yrs 5mon,0,0
54459,66413,84.32,160,6/8/1976,Self employed,24-10-18,1,1,1,0,0,0,774,0,3yrs 2mon,2,0
45349,66506,70.67,10,5/2/1989,Self employed,19-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
48495,80050,62.34,78,13-08-88,Self employed,7/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50178,58200,87.97,72,1/1/1983,Self employed,28-10-18,1,1,0,0,0,0,836,0,2yrs 0mon,0,0
64213,75781,85.77,7,6/7/1986,Self employed,20-10-18,1,1,0,0,0,0,597,0,0yrs 8mon,0,0
54219,72637,79.85,5,10/8/1963,Self employed,26-10-18,1,1,0,0,0,0,15,0,0yrs 1mon,0,0
53253,71646,76.77,146,1/1/1975,Salaried,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
46749,62947,75.3,3,26-07-86,Salaried,20-08-18,1,0,1,1,0,0,825,0,0yrs 6mon,0,0
46049,77795,60.03,36,1/1/1995,Salaried,27-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
58059,71066,83.87,67,2/8/1960,Salaried,21-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
63082,82662,80.45,64,5/1/1993,Salaried,19-09-18,1,1,0,0,0,0,679,0,1yrs 10mon,0,0
45000,65890,71.33,136,5/10/1992,,25-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
77566,108250,74.83,255,9/9/1995,Self employed,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48349,68800,72.67,42,2/2/1986,Self employed,14-09-18,1,1,0,0,0,0,657,0,0yrs 11mon,1,0
57825,74848,81.63,36,3/11/1986,Self employed,29-08-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
52303,60373,89.44,79,1/1/1986,Self employed,22-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
42994,88900,50.62,19,30-07-91,Salaried,15-09-18,1,1,0,0,0,0,796,0,2yrs 2mon,0,0
53303,99684,54.17,9,22-09-96,Self employed,6/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
38410,68513,58.38,20,8/5/1977,Salaried,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55759,78999,72.15,5,11/8/1990,Self employed,29-10-18,1,1,1,0,0,0,832,0,1yrs 0mon,0,0
39064,67803,61.21,120,1/1/1991,Self employed,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
62547,71100,89.45,2,13-04-91,Salaried,12/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
63713,90580,71.76,10,19-11-97,,21-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
67182,100829,68.73,36,1/1/1996,Salaried,23-09-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,1
55013,69709,81.77,120,30-09-95,Salaried,29-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44000,67211,68.44,147,3/6/2000,,24-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55513,66502,84.96,19,12/6/1990,Salaried,31-10-18,1,1,0,0,0,0,710,0,0yrs 5mon,0,0
34739,49600,72.18,14,1/1/1971,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44445,57535,78.73,62,1/1/1984,Self employed,17-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48045,60000,83.17,202,17-11-86,Self employed,29-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
45837,58747,80.66,69,16-03-77,Self employed,30-10-18,1,1,0,0,0,0,811,1,2yrs 10mon,0,0
59947,86334,70.66,42,1/1/1983,Self employed,11/10/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
60993,71600,89.39,5,27-11-83,Salaried,30-10-18,1,1,0,0,0,0,17,0,0yrs 3mon,0,0
90943,123436,74.53,35,5/7/1993,Salaried,23-10-18,1,1,0,0,0,0,691,0,2yrs 2mon,0,0
87620,113540,79.27,3,29-10-84,Salaried,18-08-18,1,1,1,0,0,0,300,0,3yrs 1mon,0,0
47049,68456,70.12,18,29-10-69,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48349,61192,80.08,136,10/6/1997,Salaried,17-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
69667,97520,73.01,18,3/11/1995,Salaried,23-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
85770,185734,48.46,103,21-12-95,Salaried,4/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
51503,59581,89.29,62,1/1/1973,Salaried,23-08-18,1,1,0,0,0,0,836,0,2yrs 0mon,0,0
55759,67385,83.85,67,8/9/1975,Self employed,21-09-18,1,1,0,0,0,0,783,0,2yrs 8mon,2,0
53103,70375,76.45,19,16-01-78,Salaried,21-10-18,1,1,0,0,0,0,726,0,2yrs 0mon,0,0
42394,66117,65.04,104,12/6/1993,Salaried,28-09-18,1,1,0,0,0,0,825,0,0yrs 7mon,0,0
47349,74716,64.24,10,1/1/1969,Self employed,30-10-18,1,1,0,0,0,0,303,1,4yrs 6mon,0,0
52303,59589,89.78,73,30-08-88,Self employed,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57413,67016,88.04,162,23-12-79,Self employed,30-08-18,1,1,0,0,0,0,300,0,1yrs 2mon,1,1
72717,104673,71.56,3,4/8/1987,Salaried,16-09-18,1,1,1,0,0,0,707,0,1yrs 5mon,1,0
70317,93631,76.9,2,1/1/1984,Salaried,20-10-18,1,1,0,1,0,0,0,0,0yrs 0mon,0,0
46645,60372,80.34,9,1/1/1997,Salaried,9/8/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
55013,63082,89.57,62,14-10-85,Self employed,10/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
54259,66459,83.96,67,3/3/1993,Self employed,24-10-18,1,1,0,0,0,0,653,0,0yrs 4mon,0,0
68169,137814,50.79,9,16-07-96,Self employed,30-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57729,74100,78.95,5,6/3/1983,Salaried,25-10-18,1,1,0,0,0,0,300,0,3yrs 2mon,0,1
74048,102225,73.29,136,8/6/1995,Salaried,8/9/2018,1,1,0,0,0,0,16,0,0yrs 9mon,0,0
56681,74893,77,36,31-03-83,Salaried,25-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
61213,76075,82.81,19,3/7/1985,Self employed,21-10-18,1,1,0,0,0,0,738,0,0yrs 5mon,0,0
60713,69660,89,69,30-06-80,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52124,76050,69.91,138,6/1/1991,Self employed,22-08-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,1
52328,67982,79.43,74,12/3/1961,Salaried,24-10-18,1,1,0,0,0,0,634,0,15yrs 9mon,1,1
71123,99797,73.15,103,1/1/1994,Self employed,22-08-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
56813,75661,77.98,13,8/5/1992,Salaried,12/9/2018,1,1,0,0,0,0,15,0,0yrs 1mon,2,0
56259,68986,84.08,17,8/12/1985,Self employed,23-09-18,1,1,0,0,0,0,468,2,4yrs 1mon,0,0
76179,81854,94.93,250,23-06-88,Self employed,12/10/2018,1,1,0,0,0,0,571,0,3yrs 2mon,0,1
64669,75710,87.17,13,24-01-81,Salaried,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
52803,60690,88.98,79,1/6/1988,Self employed,7/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
88189,104000,86.06,2,1/5/1974,Salaried,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50703,66505,78.19,67,30-04-91,Self employed,19-09-18,1,1,0,0,0,0,783,0,3yrs 1mon,0,0
74201,123740,62.63,65,1/1/1985,Self employed,29-09-18,1,0,0,1,0,0,738,0,2yrs 0mon,2,1
72623,96000,76.56,2,3/12/1991,Salaried,25-10-18,1,1,0,0,0,0,646,0,7yrs 9mon,0,0
58013,69824,84.5,162,29-09-85,Self employed,19-10-18,1,1,0,0,0,0,763,0,2yrs 0mon,0,0
55189,73668,80.09,138,10/3/1980,Self employed,28-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58013,74825,78.85,136,5/8/1977,Self employed,23-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
58947,70705,86.27,162,6/6/1963,Salaried,6/9/2018,1,1,0,0,0,0,774,1,13yrs 0mon,7,0
73817,90365,83,42,2/5/1985,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58547,72013,83.87,67,21-03-66,Salaried,26-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
51303,58989,88.15,3,5/3/1977,Self employed,21-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45349,63723,72.97,48,14-03-68,Salaried,23-08-18,1,1,0,0,0,0,597,1,9yrs 4mon,0,0
50903,73668,70.04,162,10/6/1986,Salaried,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
57659,71800,83.57,5,14-06-85,Salaried,24-09-18,1,1,0,0,0,0,300,0,0yrs 9mon,0,0
35621,69159,54.95,101,1/1/1995,Salaried,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56759,72109,79.74,146,1/1/1992,Salaried,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54303,70491,78.02,136,22-02-88,Salaried,31-10-18,1,1,0,0,0,0,300,1,4yrs 11mon,0,0
82686,128513,66.14,7,26-11-96,Self employed,24-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
33384,47003,74.46,138,3/3/1994,Self employed,6/10/2018,1,0,0,0,1,0,400,0,2yrs 1mon,0,1
56470,68000,85,2,10/1/1966,Self employed,31-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
64302,76429,86.9,251,1/10/1963,Self employed,21-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
46400,73577,65.24,147,1/1/1974,Salaried,17-09-18,1,0,0,1,0,0,14,0,3yrs 3mon,0,1
62100,78380,82.93,136,11/5/1993,Salaried,29-09-18,1,1,0,0,0,0,405,1,6yrs 1mon,0,0
82686,114524,74.22,152,5/1/1975,Self employed,1/8/2018,1,0,0,0,1,0,521,0,10yrs 3mon,0,0
32884,61055,55.69,67,1/1/1975,Salaried,21-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
27529,46100,60.74,64,1/1/1990,Self employed,17-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
41394,63295,67.94,79,2/4/1986,Self employed,14-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
41753,63975,69.87,79,3/2/1996,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52078,61628,87.62,74,1/1/1996,Salaried,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
56259,70389,81.69,16,4/3/1994,Salaried,6/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54050,78986,70,251,1/1/1965,Salaried,14-09-18,1,0,1,1,0,0,653,0,8yrs 6mon,0,0
49258,79909,62.46,65,2/10/1970,Self employed,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56759,97128,59.72,1,27-01-98,,3/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55009,66825,83.8,146,4/4/1986,Salaried,7/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58947,68912,88.52,42,21-06-78,Self employed,16-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
52503,63300,85.31,67,1/1/1997,Self employed,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
43394,58021,77.56,3,12/3/1994,Salaried,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45349,59050,79.59,3,22-01-97,Self employed,10/8/2018,1,1,0,0,0,0,825,0,0yrs 7mon,0,0
67382,94952,73.19,120,1/1/1992,Self employed,3/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50683,70500,76.6,103,11/1/1992,Salaried,27-10-18,1,1,0,0,0,0,710,0,0yrs 8mon,2,0
51003,64645,81.99,64,2/6/1992,Salaried,24-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
40210,52893,79.41,251,1/10/1985,Self employed,26-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
45949,70646,67.38,61,26-01-78,Salaried,26-10-18,1,1,0,0,0,0,738,0,1yrs 0mon,0,0
53759,82701,67.11,67,27-07-95,Salaried,4/8/2018,1,1,0,0,0,0,796,0,1yrs 7mon,0,1
49703,69782,73.08,67,25-09-91,Self employed,11/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
53203,61470,88.66,67,15-11-93,Salaried,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52703,71686,75.33,67,26-12-89,Self employed,19-09-18,1,1,0,0,0,0,15,0,0yrs 1mon,0,1
47549,76382,65.46,5,9/9/1983,Salaried,11/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
54159,62188,89.89,34,5/10/1957,Self employed,11/8/2018,1,0,0,1,0,0,691,0,2yrs 4mon,0,0
48349,64637,75.81,257,23-11-73,Self employed,15-10-18,1,1,0,0,0,0,792,0,3yrs 6mon,0,0
45749,81775,57.96,36,1/1/1994,Salaried,12/10/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,1
63013,72096,89.88,19,1/1/1987,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56513,73000,78.77,2,13-08-89,Salaried,20-10-18,1,1,0,0,0,0,626,1,2yrs 3mon,0,0
47003,65369,74.96,34,19-08-78,Self employed,23-09-18,1,1,0,0,0,0,784,0,6yrs 6mon,0,0
56513,68445,84.01,67,1/1/1985,Self employed,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59347,67193,89.89,117,3/9/1988,Self employed,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
48793,61383,82.27,61,12/12/1992,Self employed,19-09-18,1,1,0,0,0,0,527,6,3yrs 1mon,0,0
72323,91090,80.91,135,1/3/1986,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
47349,63580,78.64,3,1/7/1977,Salaried,31-08-18,1,1,1,0,0,0,723,0,5yrs 4mon,0,0
63669,75922,86.27,162,9/1/1992,Salaried,1/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
